Card  14: 54 37 89 14 18  1 60 34  7 80 | 83 98 11 85 50 35 61 29 18 67 33 63 32 92 68 65 95 56 74 96 27 73 81 47 15
Card  15: 25 82 90 66 50 40 15 43 32 62 | 49 77 96 36 89 70 50 29 26  1 20 71 37 30  9 91  7 52  5 82 51 55 72 38 12
Card  16: 26 46 79 29 52 10 87 75 45 49 | 52 25  2 42 73 44 58 85 10 37  4 17  8 86 95 65 35 31 16 12 99 51 70 80 45
Card  17: 17 96 64 38 73 11 32 24 25 65 | 83 37 25 81 59 18  4 15 98 87  2  1  3 60  5 53 67 46  6 20 79 84 95 50 62
Card  18: 48 50 90 87 40 71 59 61 30 85 | 85 19 13 39 76 55 72 29  5 84 22 91 67 63 74 73 61 90 62 42 30  9 69 87 48
Card  19:  4 99 93 55 22 37 41 75 32 79 | 95  7 65 50 40 49 42 64 89  1 59 33  9 53 20 44 23 98 60 30 39 12 66 84 45
Card  20: 14 34 73 91 30 48 35 44 50  8 | 48 33 35 40 65 29  9 42 18 79 43 89 92 68 75 97 87 69 85 80 98 14  6 25 76
Card  21: 33 15 83 71 94 61 87 54 36 72 | 56 52 83 46 32 99 36 67 12 47 38 13 14  2  7 26 20 63 90 40 37  6 84 42 92
Card  22: 66 45 79 71 92 57 47 43 62  9 | 45 89  9  5 53 84 80 19 77 61 68 40 98 23 56 36  6 60 93  1 11 49 71 52 29
Card  23: 29 53 13  4 76 62 25 94 82 98 | 24 45 85 59 41 11 13 78 54 67 74 21 50 75 16 37 63 86 14 26 92 31 57 33 40
Card  24: 16 66 90 39 24 92 53 76 52 31 | 21  7 57 65 58  2 10 61 35 73 68 95 84 43 12 18 76 71 83 15 82 88 30 55  5
Card  25:  9 45 17 42 64 93 54 33 77 62 | 35 81 82 18 47 92  2 20 95  1  6 58 40 73 43 37 15 48 23 75 26 13 50 63 79
Card  26:  1 99 92 73 57 29 18 97 34  5 | 82 89 61  3 95 39 14 98 15 87 45 48 49 60 22 28 65 16  9 58  4 53 38 56 51
Card  27: 87 45 35 93 62  1 66 91  6  3 | 51 60 96 84 35 91  6 28 32 40  3 57 29 90 73 12 81 89 31 69 97 66 70 36 18
Card  28: 72 89 51 45 10 21 84 23  6 94 | 26 45 23 13 68 51 89 66 34 99 83 70 44 56 72 57 73 94 30 84 61 80 85 29  6
Card  29: 58 80 96 47 13 44 71 38 55 54 | 58 35  3 61 81 96 71 44 43 14 36 54 20 69 63 13 75 28 80 18 73 11 38 55 47
Card  30: 44 17 81 16 13 65 85 60 34 46 | 60 71 72 13 10 51 65 56 34 59 80 75 18 64 35 92 58 50 97 46 81 37 44 16 17
Card  31: 84 55 99 95 42 83 26 33 43 87 | 78 59 45 26 28 94 63 17  2 73 38 84 96 34 99 19 75 65  8 92 58 20 11 82 57
Card  32: 57 67 49 76 15 84 27 39 24 14 | 20 15 21 14 67 97 76 19 17 38 23 41 24 32 27 57 26 81 99 49 34 96  9 84 39
Card  33: 96 76 23 95  5 37  8 62 65 63 | 59 23 67 51 40 68 70 38  8 36 41 53 62 65 96 76 66 57 37  5 46 34 95 19 69
Card  34: 52 13 90 81 94 62 91 40 53 42 | 82 90 35 13 55 95 93 74 44 70 89 87 62  5 80 22 53 94 21 77 54 20 18 52 40
Card  35:  1 75 37 64 17 12 57 18 58  3 | 65 74 89 12 72 64 93 23 51 73 44 80 21  7 35 87 42 82 25 53 71 38 79 43 61
Card  36: 15 49 18 30 20 90 69  3 60 59 | 14 63 53 86  5 62 69 52 21  9 18 48 13 34  2 67 60 55 10 98 15 81 88 83 94
Card  37: 48 39 43 81 40 59 70 22 62 61 | 48 14 79 26 12 56  3 89 66 17 87  9 43 27 73 23 47  1 18 97 96 65 59 42  6
Card  38: 35 94 15 31 22 55  8  2 11 45 | 78 53 41 13 37 64 36 90 26 97 16 99 57 54 20 59 82 24 58 81 14 74 95 93 79
Card  39: 74 25 37  8 53 36 86 68 91 79 | 48 45 24 80 20 49 86 42 47 28 17 22 93 38 35 34 85 21 18 14 97 61 27 41 88
Card  40: 41 16 26 14 79 27 62 55 80 99 | 52 83  5 38 69 11 89  6 35 58  4 74 99 97 63 30 90 33 46 60 95 59 22 76 40
Card  41: 57 77 60 66 35  4 13 89 14 40 | 78  4 97 58  9 65 94 44 89 95 80  7 47 59 37 26 19 76 91 18 45  6 56  3 90
Card  42: 83 19 31 59 78 54 22 16 44 88 | 53 84 90 39 56 29 44 55 58 13 72 80 49  6 28 97 25 18 99 89 40 43 10 33 71
Card  43: 81 94 73 42 85 45 28 61 88 19 | 84 86 36 44 51 40 82 72 39 57 13 53 87 83 38 76 63 35 47 15  2 95 79 26  1
Card  44: 78 28 92 59 51 37 61 55 58 98 | 49  6 30 89 61 98 58 78 31 28 48 92 60 56 59 51 29 14 37 63 38 55 24 42 21
Card  45: 23 59 74  5 81 53  3 93 54 68 | 68 15 38 45 66 61 87 54  3 81 74 43  5 25 59 23 93 78 44 72 53 52 89 97 48
Card  46: 79 17 74 72 84 44  3 59 66 76 |  3 44 95 84 66 79 62 97 63 48 76 10 75 72  6 17 74 94 80 59 30 12 20 83 87
Card  47: 98 18 11 52 66 14 68 89 80 19 | 66 67 23 52 80 89 95 44 60 11 55 34 18 59 19 53 98 82 14 38 63 65 90 68 77
Card  48: 84 64 87 81 54 61 31 57 53 79 | 99 74  9 45 54 14 96 38  7 82  4 17 43 69 62 83 66 81 41 86 55 75 30 10 21
Card  49: 95  4 89 38 67 71 70 75 35 39 | 39 71 22 80 75 43 35 89 17 38  4 29  7 69 94 63 85  6  5 95 70 58 67 50 68
Card  50: 18 59  9 34 83 68 80 21 61 78 | 10 96 19 11 74 15 26  8 65 56 35 79 32 44 55 36 94 95 53 86  3 27 88 67 85
Card  51: 17 79 69 92 39 51 46 81 14 21 | 49 92 48 29 47 74 76 81 69 85 86 98 73 43 24 45 21 84 25 10 17 44  1 31 28
Card  52: 39 31  1 21  7 27 85 59 35 67 | 84 29 91 89 70  5 94 23 21 65 71 12 26 41 15 11 61 73 14 52 76  9 16 24 75
Card  53: 93 21  1 18 54 87 35 98  9 48 | 44 30 79 82 23 43 51 46 34 35  9 75 12 60 77 36 27 86 32 47 85 98 87  1 13
Card  54: 51 95 69 73 66 61  9 28 75 24 | 42 28 87 69 24 19 56 98 57 66 95 73  9 51 61 50 64 75 76 27 86  1 29 30 79
Card  55: 73 99 56  8 10 97 26 64 52  2 | 79 47 80 89  5 53 37 63 41 48 12 96  1 25 84 70  9 76 58 75 72 31 20 17 46
Card  56: 71 43  8 50 95  1  2 77 45 81 | 43 85 24 59 46 15 36 81  3 50  9 45 95 77 71 12 65  1 60  2  8  5  7 20 88
Card  57: 10 76 62 41 58 67 80 39  9 21 | 58 10 42 60 37 27 51  1 25 18 56 23 67 88 62 50 87 80  9 54 41 81 26 21  7
Card  58: 41 80 74 71 10 63 58 26 38 21 | 63 66 80 65 12 68 72 10 20 91 88 44 11 70 36 71  3 61 74  7 21 41 67 43 38
Card  59: 41 60 82 94 90  7 76 69 28 95 | 35 69 77  9 81 65 11 90 19 22 36 75 12 52 98 55 92 79 14 67 47 83 39 74 94
Card  60: 44 82 36 55 94 72 99 70  6 50 | 35 29 95 62 97 11 33 92 19 91 10 54 56 53 98  1 39 16 64 52 73 66 30  4 43
Card  61: 55 19 82 18 24 91 99 36 54 98 | 68 58 99 51 79  1  7 50  4 28 59  8 19 14 10 40 57 34 60 82 88 47 52 80 54
Card  62: 14 20 49  2 94 59 33 72 86 34 | 35 33 54 94  5 14  7  6 60 41 40 38 20 26 72 22 49 13 83 98 36  3 51 82 74
Card  63: 73 78  8 64 52  7 86 30 98 27 | 95  4 48 24 45 72 60 31 25 18 59 90 51 14 50 65  2 16  3 33 94 11 93  6 32
Card  64: 26 71 76 85 70 80 81 61 58 77 | 87 10 24 38  4 40 42 96 47 63 99  7 20 68 78 66 53 12 46 90 75 59 60 88  5
Card  65: 26 37 35 44 45 10 13 85  6  8 | 39 80 93 79 60 89 58 96 44 85 59 94 24 23 48 86 22 42  6  5 25 57 43 90 21
Card  66: 62 45 67 18 36 84 66 90 98 95 |  1 71 68 54 76 48 42 35 19 94 39 69 80 17 41 20 93 59 29 30 15 37 14 12 88
Card  67: 33 10  5 94 72 86 84 80 19 85 | 76 26 61  3 93 17 74 42 23 16 18  2 14 46  1 38 72 13 28 29 91 21 12  7 48
Card  68: 70 73  2 79 88 36 35 13 16  6 | 75 47 30  7 89 78 39 69 96 91 19 83 61  4 10 77 81 44 90 50 29 38 32 53 60
Card  69: 60 20 40 38  6 49  5 85 84 80 | 38 12 59 94 27 15 85 17 65 69 82 36  7 43 47 99  5 87 61 77  4 83 81 90 40
Card  70: 85 96 73 11 22 33  9 61 37 42 | 27 70 96 74  9 75 60 88 22 86 13 63 37 80 83 73 42 85 17 33 35 82 61 65 11
Card  71: 41 47 37 52 73 97 77 69  5 45 | 47 95 78 41 74 54  5 88 63 87 34 18 37 85 26 73 52 50 28 77 97 86  1 69 45
Card  72: 90 88 85 71  5 59 65 52 30 13 |  5 29 68 62 24 12 90 30 85 18 76 25 40 60 77 14 19 33 61 88 70 17 95 73  2
Card  73: 44 98 60 49 51  9 21 88 87 70 | 63  3 46 65 49 70 44  7 74 88 35 45 17 24 51 60 25  9 98 87 21 10 81 83 61
Card  74: 31 23 80 11 13 72 63 57 29 70 | 57 28 70 45  3 94  5 80 14 11  2 29 20 47 72 63 10 31 66 19 79 38 74 13 23
Card  75: 82 54 62  8 30  7 88 20 71 85 | 83 65 74 44 79  3 29 64 51 35 98 56 41 22 27 13 26 34 39 59 24  4 33 14 63
Card  76: 16 24 87 73 17 71 69 26  4 76 | 59 71 32  3 56 64 24 41 66 26 12 36 87 65 73  4 75 16  8 17 57 69 49 46 76
Card  77: 98 57 96 56 39 12 69 37 54 65 | 21 48 87 97 29 27 56 31 18 88  7 79 70 35 64 38 91 15 14 43  3 84 20 85 32
Card  78:  5 62 37 51 73 78 18 64 42 48 | 35 82 85 62 23 66  3 14 19 64 79 18 93 53 69 58 96 63 90 24 41 65 94 40 95
Card  79:  8 73 46 15 99 29 96 34 59 75 | 48 65 57 99 63 33 37 73 79 28 72 56 34  3 25 75 70 95 58 27 43 30 54  8 87
Card  80: 91 81 96 55 44 82 31 23 11 74 | 24 51 96 77 40 28 56 44 54 89 78 38 76 74 17 92  3 23 36 63 80 65 55  7 11
Card  81: 81 77 30 26 93 28 97 10 84 88 | 57 28 36 33 54 11 96 58 18 99 30  1  5 79 12 24 56 93 25 78 10 40 76 84 81
Card  82: 31 67  3 90 28 76 55  6 29 26 | 75 34 82 73 38 17 67 91 86 40 43 45 42 60 37 63 55 87 93 84 58 78 80 20 11
Card  83:  8 97 43 88 62 34 68 50 82 71 |  8 68  2 96 85 36 10 14 35 32 73 16 26 29 67 60 37 89 52 98 74 22 78  1 59
Card  84: 77 97  5 33 12 73 90 57 31 19 | 97 46 48 57  4 10 94 85 59 31 17 60 81 49 62 58 25  8 79 78 50 36 55 51 32
Card  85: 74 85 97 19 76 99 21 47 20 50 | 50 69 72 39 45 26 13  7 92 21 63 58 84  9 94 53 43 81 89 49 62 32 70 82 10
Card  86: 81 96 82 76 97 77 40  3 68 98 |  4 26 69 88 43 15 78 64 79 92 62 30 49 89 37 59 95 63 58 98 75 99 80 51  6
Card  87: 80 73 51 20 41 67 31 66 97 27 | 16 59 75 86 24 83 95 44 85 13 11 77 70 14  2 39 88 89 93 55 52  6 53 94 98
Card  88: 18 38 66 87 56 25 46 63 37 15 | 86 22 17 96 10 49 80 21 15 77 66  3 20 95 36 87 16 74 46 26 79 76 38 43  6
Card  89: 51 55 41  3 20 60 99 70 23 43 | 51 81 99 32 50 96 41 53 80 76 43  3 83 65 20 46 70 60 38 35 57 55  7 74 23
Card  90: 94 19 23 81 44 15 74 73 22 71 | 83 66 54 43 23 55 69 81 85 71 62 96 19 86 78 22 15 58 94 74 44 73 57 17  8
Card  91: 72 77 21 83 82 75  1 56 99 43 | 42 77 56 90 68 96 39 72 83 97 21 17 66 70 49 43 69 63 82 75 47 99 87 11  1
Card  92: 62 58 71 78 38 80 52 94 48 92 | 11  7 56  4 77 59 62 49 14 94 52 80 92 64 71 58 13  1 48 12 78  9 17 38 35
Card  93: 98 45 63 46 48 97 91 29 90 15 | 95 31 41 15 43 80 24 44 75 83 30 87 98 12 27 36 74 16 86 35 33 85 54 94 78
Card  94: 27 60 36 26 76 65 86 89 10 54 | 80 78 95 36 88 82  6 46 73 58 22 40 12 50 76 14 65 26 70 60 54 17 27 89 93
Card  95: 18 62 66 98 24 16 80 58 53 97 | 93  9 15 61 51 19 81  8 21 36  6 71 80 13 52 87  5 37 86 75 68 60 97 54 10
Card  96:  6 55 40 79  3 67 13 96 91 34 | 54 13 63 17 52 72  7 81 82 69  6 91 90 57 14  2  8 74 75 40 96 21  3 38 55
Card  97: 40 33  3 59  8 88 99 14 41 74 | 99 48 41 35 69 64 18 50  3 96 40  8 36 63 17 90 59 33 49 26 88 93 74 27 14
Card  98: 63 44 52 11 32 46 62 19 30  6 | 71 51 48 70 82 44  8 60 92 21 77 62 53 95 31 73 80 96 55 34 86 97 76 88  6
Card  99: 66 46 22 44 94 50 68 59 25 75 | 40 46 56 32 64 89 80 22 60 87 77  9 59 25 75 38 44 48  8 50 94 68 66 72 20
Card 100: 15  8 13 93 80 58 66 10 76 32 | 58 68 34 54 53 79 69 18 71 33 66 13 92 77 93 40 80 94 76 75 15 10 83  8 70
